Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT,Portfolio
June,16.0,9:30,86.83%,169.0,2.0,0.0118,294.73,A
June,16.0,10:00,79.50%,200.0,0.0,0.0,311.46,A
June,16.0,10:30,99.45%,182.0,0.0,0.0,306.99,A
June,16.0,11:00,99.07%,216.0,1.0,0.0046,287.18,A
June,16.0,11:30,99.05%,210.0,0.0,0.0,341.1,A
June,16.0,12:00,99.07%,214.0,0.0,0.0,326.09,A
June,16.0,12:30,99.57%,233.0,0.0,0.0,304.69,A
June,16.0,13:00,99.64%,281.0,0.0,0.0,305.87,A
June,16.0,13:30,100.00%,218.0,0.0,0.0,350.86,A
June,16.0,14:00,99.57%,232.0,0.0,0.0,334.57,A
June,16.0,14:30,89.43%,265.0,0.0,0.0,329.03,A
June,16.0,15:00,97.52%,242.0,0.0,0.0,356.43,A
June,16.0,15:30,99.59%,245.0,1.0,0.0040999999999999995,326.83,A
June,16.0,16:00,99.60%,247.0,0.0,0.0,313.36,A
June,16.0,16:30,99.56%,227.0,0.0,0.0,317.45,A
June,16.0,17:00,99.00%,202.0,1.0,0.005,324.21,A
June,16.0,20:00,96.15%,54.0,2.0,0.037000000000000005,364.46,A
June,16.0,20:30,91.43%,38.0,3.0,0.0789,293.46,A
June,16.0,21:00,100.00%,31.0,1.0,0.0323,328.6,A
June,16.0,21:30,100.00%,22.0,0.0,0.0,456.41,A
June,16.0,22:00,100.00%,19.0,0.0,0.0,341.63,A
June,16.0,22:30,50.00%,11.0,1.0,0.0909,358.8,A
June,16.0,23:00,50.00%,19.0,1.0,0.0526,385.44,A
June,16.0,23:30,100.00%,12.0,0.0,0.0,247.42,A
June,17.0,0:00,100.00%,5.0,0.0,0.0,412.8,A
June,17.0,0:30,100.00%,3.0,0.0,0.0,106.33,A
June,17.0,1:00,100.00%,1.0,0.0,0.0,310.0,A
June,17.0,2:00,100.00%,3.0,0.0,0.0,668.33,A
June,17.0,2:30,100.00%,1.0,0.0,0.0,256.0,A
June,17.0,3:00,100.00%,1.0,0.0,0.0,169.0,A
June,17.0,6:00,100.00%,1.0,0.0,0.0,420.0,A
June,17.0,6:30,83.33%,6.0,0.0,0.0,121.0,A
June,17.0,7:00,66.67%,10.0,1.0,0.1,231.56,A
June,17.0,7:30,60.00%,16.0,1.0,0.0625,385.8,A
June,17.0,8:00,86.67%,45.0,0.0,0.0,248.93,A
June,17.0,8:30,97.22%,73.0,1.0,0.0137,304.35,A
June,17.0,9:00,99.08%,109.0,0.0,0.0,323.98,A
June,17.0,9:30,98.65%,148.0,0.0,0.0,313.2,A
June,17.0,10:00,96.84%,191.0,1.0,0.0052,309.71,A
June,17.0,10:30,100.00%,182.0,0.0,0.0,298.1,A
June,17.0,11:00,100.00%,220.0,0.0,0.0,328.48,A
June,17.0,11:30,100.00%,209.0,0.0,0.0,320.54,A
June,17.0,12:00,100.00%,212.0,0.0,0.0,283.4,A
June,17.0,12:30,98.49%,199.0,0.0,0.0,330.68,A
June,17.0,13:00,99.52%,209.0,0.0,0.0,315.84,A
June,17.0,13:30,100.00%,188.0,0.0,0.0,342.94,A
June,17.0,14:00,98.71%,233.0,0.0,0.0,351.62,A
June,17.0,14:30,100.00%,230.0,0.0,0.0,316.52,A
June,17.0,15:00,100.00%,246.0,0.0,0.0,338.3,A
June,17.0,15:30,98.44%,256.0,0.0,0.0,337.56,A
June,17.0,16:00,99.59%,243.0,0.0,0.0,299.35,A
June,17.0,16:30,100.00%,233.0,0.0,0.0,363.29,A
June,17.0,17:00,100.00%,194.0,1.0,0.0052,318.51,A
June,17.0,17:30,99.50%,200.0,0.0,0.0,309.04,A
June,17.0,18:00,98.77%,163.0,0.0,0.0,324.29,A
June,17.0,18:30,100.00%,122.0,1.0,0.008199999999999999,316.4,A
June,17.0,19:00,100.00%,86.0,0.0,0.0,359.45,A
June,17.0,19:30,100.00%,68.0,0.0,0.0,279.93,A
June,17.0,20:00,88.64%,45.0,1.0,0.0222,341.68,A
June,17.0,20:30,89.47%,40.0,2.0,0.05,337.0,A
June,17.0,21:00,96.43%,29.0,1.0,0.0345,304.71,A
June,17.0,21:30,100.00%,25.0,0.0,0.0,277.68,A
June,17.0,22:00,94.44%,18.0,0.0,0.0,285.44,A
June,17.0,22:30,87.50%,8.0,0.0,0.0,401.75,A
June,17.0,23:00,100.00%,8.0,1.0,0.125,291.0,A
June,17.0,23:30,100.00%,7.0,0.0,0.0,285.0,A
June,18.0,0:00,100.00%,7.0,0.0,0.0,562.14,A
June,18.0,0:30,100.00%,1.0,0.0,0.0,147.0,A
June,18.0,1:00,100.00%,2.0,0.0,0.0,419.0,A
June,18.0,1:30,100.00%,1.0,0.0,0.0,57.0,A
June,18.0,2:00,100.00%,1.0,0.0,0.0,962.0,A
June,18.0,3:00,100.00%,1.0,0.0,0.0,146.0,A
June,18.0,3:30,100.00%,1.0,0.0,0.0,706.0,A
June,18.0,4:30,100.00%,1.0,0.0,0.0,311.0,A
June,18.0,5:30,100.00%,2.0,0.0,0.0,141.0,A
June,18.0,6:00,100.00%,3.0,0.0,0.0,230.33,A
June,18.0,6:30,66.67%,3.0,0.0,0.0,280.67,A
June,18.0,7:00,60.00%,17.0,2.0,0.1176,276.0,A
June,18.0,7:30,63.16%,22.0,3.0,0.1364,332.63,A
June,18.0,8:00,80.56%,37.0,1.0,0.027000000000000003,281.31,A
June,18.0,8:30,79.75%,79.0,0.0,0.0,320.3,A
June,18.0,9:00,97.76%,134.0,0.0,0.0,276.94,A
June,18.0,9:30,93.13%,161.0,1.0,0.0062,339.41,A
June,18.0,10:00,99.37%,159.0,0.0,0.0,316.29,A
June,18.0,10:30,100.00%,191.0,0.0,0.0,295.74,A
June,18.0,11:00,99.50%,203.0,1.0,0.0049,297.17,A
June,18.0,11:30,99.51%,204.0,0.0,0.0,343.64,A
June,18.0,12:00,99.02%,206.0,1.0,0.0049,342.36,A
June,18.0,12:30,99.15%,235.0,0.0,0.0,325.1,A
June,18.0,13:00,100.00%,223.0,0.0,0.0,283.04,A
June,18.0,13:30,100.00%,212.0,0.0,0.0,310.59,A
June,18.0,14:00,99.53%,214.0,0.0,0.0,330.67,A
June,18.0,14:30,100.00%,216.0,0.0,0.0,304.33,A
June,18.0,15:00,100.00%,192.0,0.0,0.0,288.23,A
June,18.0,15:30,100.00%,202.0,1.0,0.005,330.42,A
June,18.0,16:00,99.53%,214.0,0.0,0.0,315.35,A
June,18.0,16:30,100.00%,197.0,0.0,0.0,363.25,A
June,18.0,17:00,98.92%,186.0,1.0,0.0054,325.09,A
June,18.0,17:30,98.82%,169.0,0.0,0.0,368.64,A
June,18.0,18:00,99.16%,119.0,0.0,0.0,326.56,A
June,18.0,18:30,100.00%,115.0,0.0,0.0,317.03,A
June,18.0,19:00,100.00%,79.0,0.0,0.0,312.58,A
June,18.0,19:30,93.75%,64.0,0.0,0.0,267.66,A
June,18.0,20:00,97.67%,43.0,0.0,0.0,342.07,A
June,18.0,20:30,97.22%,37.0,1.0,0.027000000000000003,325.78,A
June,18.0,21:00,100.00%,29.0,0.0,0.0,219.48,A
June,18.0,21:30,100.00%,31.0,0.0,0.0,260.19,A
June,18.0,22:00,100.00%,24.0,0.0,0.0,292.46,A
June,18.0,22:30,81.82%,11.0,0.0,0.0,279.27,A
June,18.0,23:00,100.00%,14.0,1.0,0.07139999999999999,335.38,A
June,18.0,23:30,50.00%,10.0,0.0,0.0,320.6,A
June,19.0,0:00,100.00%,5.0,0.0,0.0,401.2,A
June,19.0,1:00,100.00%,1.0,0.0,0.0,537.0,A
June,19.0,1:30,100.00%,2.0,0.0,0.0,238.0,A
June,19.0,2:00,100.00%,3.0,0.0,0.0,314.67,A
June,19.0,2:30,100.00%,2.0,0.0,0.0,332.0,A
June,19.0,3:00,100.00%,1.0,0.0,0.0,631.0,A
June,19.0,3:30,100.00%,2.0,0.0,0.0,319.5,A
June,19.0,4:00,100.00%,1.0,0.0,0.0,317.0,A
June,19.0,4:30,100.00%,1.0,0.0,0.0,605.0,A
June,19.0,5:30,100.00%,1.0,0.0,0.0,200.0,A
June,19.0,6:00,100.00%,3.0,0.0,0.0,349.33,A
June,19.0,6:30,40.00%,5.0,0.0,0.0,228.4,A
June,19.0,7:00,100.00%,9.0,0.0,0.0,628.89,A
June,19.0,7:30,66.67%,9.0,0.0,0.0,305.0,A
June,19.0,8:00,94.59%,37.0,0.0,0.0,293.08,A
June,19.0,8:30,100.00%,58.0,0.0,0.0,310.16,A
June,19.0,9:00,100.00%,87.0,0.0,0.0,341.18,A
June,19.0,9:30,97.17%,106.0,0.0,0.0,308.39,A
June,19.0,10:00,99.28%,139.0,1.0,0.0072,295.98,A
June,19.0,10:30,100.00%,177.0,0.0,0.0,312.7,A
June,19.0,11:00,100.00%,215.0,0.0,0.0,320.85,A
June,19.0,11:30,100.00%,170.0,0.0,0.0,281.2,A
June,19.0,12:00,98.88%,178.0,0.0,0.0,316.7,A
June,19.0,12:30,100.00%,208.0,1.0,0.0048,296.2,A
June,19.0,13:00,99.53%,214.0,0.0,0.0,288.31,A
June,19.0,13:30,100.00%,185.0,0.0,0.0,316.28,A
June,19.0,14:00,100.00%,187.0,0.0,0.0,320.95,A
June,19.0,14:30,99.10%,224.0,1.0,0.0045000000000000005,339.62,A
June,19.0,15:00,99.51%,204.0,0.0,0.0,326.04,A
June,19.0,15:30,100.00%,189.0,0.0,0.0,337.38,A
June,19.0,16:00,100.00%,173.0,0.0,0.0,329.74,A
June,19.0,16:30,100.00%,170.0,0.0,0.0,300.09,A
June,19.0,17:00,100.00%,185.0,0.0,0.0,290.76,A
June,19.0,17:30,97.63%,170.0,1.0,0.0059,352.31,A
June,19.0,18:00,97.62%,126.0,0.0,0.0,326.98,A
June,19.0,18:30,100.00%,126.0,0.0,0.0,316.57,A
June,19.0,19:00,100.00%,76.0,0.0,0.0,379.91,A
June,19.0,19:30,96.30%,55.0,1.0,0.0182,263.39,A
June,19.0,20:00,95.24%,43.0,1.0,0.0233,361.55,A
June,19.0,20:30,91.67%,36.0,0.0,0.0,268.89,A
June,19.0,21:00,97.30%,37.0,0.0,0.0,266.57,A
June,19.0,21:30,100.00%,16.0,0.0,0.0,333.13,A
June,19.0,22:00,100.00%,15.0,0.0,0.0,331.27,A
June,19.0,22:30,68.42%,19.0,0.0,0.0,260.84,A
June,19.0,23:00,90.91%,11.0,0.0,0.0,306.09,A
June,19.0,23:30,100.00%,8.0,0.0,0.0,285.0,A
June,20.0,0:00,100.00%,6.0,0.0,0.0,218.5,A
June,20.0,0:30,100.00%,4.0,0.0,0.0,153.0,A
June,20.0,1:00,100.00%,4.0,0.0,0.0,709.75,A
June,20.0,1:30,100.00%,1.0,0.0,0.0,160.0,A
June,20.0,2:00,100.00%,1.0,0.0,0.0,197.0,A
June,20.0,2:30,100.00%,1.0,0.0,0.0,113.0,A
June,20.0,3:30,100.00%,2.0,0.0,0.0,300.0,A
June,20.0,4:30,100.00%,1.0,0.0,0.0,88.0,A
June,20.0,5:30,100.00%,2.0,0.0,0.0,241.0,A
June,20.0,6:00,100.00%,2.0,0.0,0.0,629.5,A
June,20.0,6:30,0.00%,6.0,5.0,0.8332999999999999,777.0,A
June,20.0,7:00,0.00%,12.0,10.0,0.8332999999999999,328.5,A
June,20.0,7:30,33.33%,21.0,18.0,0.8571,261.67,A
June,20.0,8:00,82.09%,71.0,4.0,0.056299999999999996,270.85,A
June,20.0,8:30,94.38%,89.0,0.0,0.0,309.45,A
June,20.0,9:00,99.15%,119.0,1.0,0.0084,270.5,A
June,20.0,9:30,98.68%,152.0,1.0,0.0066,298.86,A
June,20.0,10:00,100.00%,142.0,1.0,0.006999999999999999,301.31,A
June,20.0,10:30,98.17%,220.0,1.0,0.0045000000000000005,318.4,A
June,20.0,11:00,100.00%,207.0,0.0,0.0,335.9,A
June,20.0,11:30,99.11%,226.0,2.0,0.0088,324.85,A
June,20.0,12:00,97.81%,230.0,2.0,0.0087,307.67,A
June,20.0,12:30,99.56%,225.0,0.0,0.0,311.04,A
June,20.0,13:00,97.55%,205.0,1.0,0.0049,313.07,A
June,20.0,13:30,98.71%,232.0,0.0,0.0,344.25,A
June,20.0,14:00,95.11%,225.0,0.0,0.0,334.99,A
June,20.0,14:30,95.18%,251.0,2.0,0.008,310.86,A
June,20.0,15:00,90.21%,238.0,3.0,0.0126,327.28,A
June,20.0,15:30,93.56%,234.0,1.0,0.0043,352.96,A
June,20.0,16:00,97.74%,223.0,2.0,0.009000000000000001,306.71,A
June,20.0,16:30,99.09%,221.0,1.0,0.0045000000000000005,335.24,A
June,20.0,17:00,96.70%,182.0,0.0,0.0,333.39,A
June,20.0,17:30,86.90%,170.0,2.0,0.0118,314.36,A
June,20.0,18:00,93.59%,156.0,0.0,0.0,292.76,A
June,20.0,18:30,91.00%,101.0,1.0,0.009899999999999999,367.71,A
June,20.0,19:00,95.89%,74.0,1.0,0.013500000000000002,365.19,A
June,20.0,19:30,97.47%,80.0,1.0,0.0125,301.06,A
June,20.0,20:00,88.24%,53.0,2.0,0.0377,412.71,A
June,20.0,20:30,71.93%,59.0,2.0,0.0339,310.74,A
June,20.0,21:00,62.22%,47.0,2.0,0.0426,270.44,A
June,20.0,21:30,90.00%,30.0,0.0,0.0,356.33,A
June,20.0,22:00,91.67%,25.0,1.0,0.04,336.63,A
June,20.0,22:30,40.00%,19.0,4.0,0.21050000000000002,391.67,A
June,20.0,23:00,87.50%,9.0,1.0,0.11109999999999999,258.25,A
June,20.0,23:30,0.00%,15.0,7.0,0.4667,345.63,A
June,21.0,0:00,71.43%,8.0,1.0,0.125,299.86,A
June,21.0,0:30,75.00%,4.0,0.0,0.0,234.75,A
June,21.0,1:00,100.00%,5.0,0.0,0.0,197.6,A
June,21.0,1:30,100.00%,2.0,0.0,0.0,225.0,A
June,21.0,2:00,100.00%,2.0,0.0,0.0,190.5,A
June,21.0,3:30,100.00%,1.0,0.0,0.0,188.0,A
June,21.0,4:00,100.00%,1.0,0.0,0.0,166.0,A
June,21.0,5:00,100.00%,1.0,0.0,0.0,447.0,A
June,21.0,6:00,100.00%,2.0,0.0,0.0,178.0,A
June,21.0,6:30,100.00%,6.0,2.0,0.3333,206.25,A
June,21.0,7:00,33.33%,3.0,0.0,0.0,159.33,A
June,21.0,7:30,100.00%,9.0,0.0,0.0,192.78,A
June,21.0,8:00,89.47%,39.0,1.0,0.0256,250.58,A
June,21.0,8:30,100.00%,40.0,0.0,0.0,259.2,A
June,21.0,9:00,89.86%,71.0,2.0,0.0282,271.75,A
June,21.0,9:30,96.39%,84.0,1.0,0.011899999999999999,241.06,A
June,21.0,10:00,95.83%,97.0,1.0,0.0103,277.83,A
June,21.0,10:30,95.61%,114.0,0.0,0.0,284.62,A
June,21.0,11:00,93.80%,130.0,1.0,0.0077,287.19,A
June,21.0,11:30,96.99%,135.0,2.0,0.0148,306.27,A
June,21.0,12:00,79.14%,167.0,4.0,0.024,273.88,A
June,21.0,12:30,68.71%,174.0,11.0,0.0632,323.06,A
June,21.0,13:00,95.30%,151.0,2.0,0.0132,292.71,A
June,21.0,13:30,89.29%,169.0,1.0,0.0059,310.64,A
June,21.0,14:00,95.49%,136.0,3.0,0.022099999999999998,317.83,A
June,21.0,14:30,88.08%,154.0,3.0,0.0195,308.32,A
June,21.0,15:00,93.67%,158.0,0.0,0.0,272.52,A
June,21.0,15:30,97.84%,141.0,2.0,0.014199999999999999,291.96,A
June,21.0,16:00,92.92%,115.0,2.0,0.0174,340.3,A
June,21.0,16:30,97.56%,123.0,0.0,0.0,306.24,A
June,21.0,17:00,54.47%,129.0,6.0,0.04650000000000001,303.88,A
June,21.0,17:30,86.14%,104.0,3.0,0.0288,367.2,A
June,21.0,18:00,96.74%,92.0,0.0,0.0,344.24,A
June,21.0,18:30,97.22%,73.0,1.0,0.0137,292.53,A
June,21.0,19:00,100.00%,62.0,0.0,0.0,277.74,A
June,21.0,19:30,78.43%,52.0,1.0,0.0192,381.29,A
June,21.0,20:00,100.00%,33.0,0.0,0.0,289.12,A
June,21.0,20:30,100.00%,28.0,0.0,0.0,273.32,A
June,21.0,21:00,95.00%,20.0,0.0,0.0,341.55,A
June,21.0,21:30,71.43%,21.0,7.0,0.3333,298.64,A
June,21.0,22:00,80.00%,22.0,2.0,0.0909,624.8,A
June,21.0,22:30,100.00%,12.0,0.0,0.0,347.42,A
June,21.0,23:00,100.00%,6.0,0.0,0.0,355.5,A
June,21.0,23:30,100.00%,1.0,0.0,0.0,160.0,A
June,22.0,0:00,100.00%,1.0,0.0,0.0,570.0,A
June,22.0,0:30,100.00%,3.0,0.0,0.0,239.0,A
June,22.0,1:00,100.00%,2.0,0.0,0.0,167.5,A
June,22.0,1:30,100.00%,1.0,0.0,0.0,166.0,A
June,22.0,2:00,100.00%,1.0,0.0,0.0,151.0,A
June,22.0,2:30,100.00%,2.0,0.0,0.0,385.0,A
June,22.0,3:00,100.00%,3.0,0.0,0.0,230.67,A
June,22.0,4:00,100.00%,1.0,0.0,0.0,313.0,A
June,22.0,5:30,100.00%,1.0,0.0,0.0,29.0,A
June,22.0,6:00,100.00%,5.0,0.0,0.0,346.0,A
June,22.0,7:00,100.00%,4.0,0.0,0.0,467.5,A
June,22.0,7:30,85.71%,7.0,0.0,0.0,264.14,A
June,22.0,8:00,100.00%,9.0,0.0,0.0,246.67,A
June,22.0,8:30,100.00%,12.0,0.0,0.0,208.75,A
June,22.0,9:00,100.00%,12.0,0.0,0.0,410.17,A
June,22.0,9:30,100.00%,18.0,0.0,0.0,236.78,A
June,22.0,10:00,100.00%,23.0,0.0,0.0,360.7,A
June,22.0,10:30,100.00%,31.0,0.0,0.0,283.55,A
June,22.0,11:00,100.00%,30.0,0.0,0.0,285.87,A
June,22.0,11:30,100.00%,25.0,0.0,0.0,310.32,A
June,22.0,12:00,100.00%,38.0,0.0,0.0,260.84,A
June,22.0,12:30,100.00%,40.0,0.0,0.0,309.28,A
June,22.0,13:00,77.03%,78.0,4.0,0.0513,278.88,A
June,22.0,13:30,95.24%,65.0,2.0,0.0308,320.24,A
June,22.0,14:00,86.08%,80.0,1.0,0.0125,342.49,A
June,22.0,14:30,77.38%,87.0,3.0,0.0345,319.25,A
June,22.0,15:00,98.44%,64.0,0.0,0.0,292.28,A
June,22.0,15:30,93.59%,78.0,0.0,0.0,285.64,A
June,22.0,16:00,98.25%,57.0,0.0,0.0,299.37,A
June,22.0,16:30,98.39%,62.0,0.0,0.0,280.81,A
June,22.0,17:00,100.00%,60.0,0.0,0.0,309.67,A
June,22.0,17:30,88.33%,61.0,1.0,0.016399999999999998,277.5,A
June,22.0,18:00,94.87%,39.0,0.0,0.0,311.72,A
June,22.0,18:30,100.00%,28.0,0.0,0.0,237.82,A
June,22.0,19:00,100.00%,38.0,0.0,0.0,293.32,A
June,22.0,19:30,71.88%,34.0,2.0,0.0588,369.25,A
June,22.0,20:00,90.00%,20.0,0.0,0.0,310.4,A
June,22.0,20:30,100.00%,15.0,0.0,0.0,390.73,A
June,22.0,21:00,100.00%,12.0,1.0,0.0833,338.82,A
June,22.0,21:30,94.12%,17.0,0.0,0.0,366.59,A
June,22.0,22:00,100.00%,6.0,0.0,0.0,284.83,A
June,22.0,22:30,100.00%,10.0,1.0,0.1,208.67,A
June,22.0,23:00,100.00%,2.0,0.0,0.0,244.5,A
June,22.0,23:30,57.14%,8.0,1.0,0.125,273.29,A
June,23.0,0:00,100.00%,3.0,0.0,0.0,361.67,A
June,23.0,0:30,100.00%,2.0,0.0,0.0,278.5,A
June,23.0,1:00,100.00%,2.0,0.0,0.0,288.5,A
June,23.0,1:30,100.00%,1.0,0.0,0.0,277.0,A
June,23.0,2:00,100.00%,1.0,0.0,0.0,438.0,A
June,23.0,6:00,100.00%,1.0,0.0,0.0,724.0,A
June,23.0,7:00,28.57%,7.0,0.0,0.0,289.29,A
June,23.0,7:30,64.29%,14.0,0.0,0.0,204.5,A
June,23.0,8:00,97.56%,41.0,0.0,0.0,284.37,A
June,23.0,8:30,100.00%,78.0,0.0,0.0,322.95,A
June,23.0,9:00,96.00%,126.0,1.0,0.0079,327.33,A
June,23.0,9:30,89.81%,159.0,2.0,0.0126,356.29,A
June,23.0,10:00,95.17%,208.0,1.0,0.0048,316.97,A
June,23.0,10:30,97.69%,218.0,2.0,0.0092,297.83,A
June,23.0,11:00,100.00%,224.0,1.0,0.0045000000000000005,320.74,A
June,23.0,11:30,99.62%,266.0,0.0,0.0,305.14,A
June,23.0,12:00,91.10%,239.0,3.0,0.0126,320.55,A
June,23.0,12:30,92.91%,282.0,0.0,0.0,301.41,A
June,23.0,13:00,98.12%,267.0,1.0,0.0037,314.79,A
June,23.0,13:30,99.24%,264.0,0.0,0.0,284.78,A
June,23.0,14:00,99.61%,255.0,0.0,0.0,337.44,A
June,23.0,14:30,85.54%,251.0,2.0,0.008,324.82,A
June,23.0,15:00,96.79%,249.0,0.0,0.0,313.91,A
June,23.0,15:30,93.14%,280.0,3.0,0.010700000000000001,337.38,A
June,23.0,16:00,99.13%,231.0,0.0,0.0,317.02,A
June,23.0,16:30,98.91%,276.0,0.0,0.0,315.26,A
June,23.0,17:00,97.62%,211.0,1.0,0.004699999999999999,331.53,A
June,23.0,17:30,94.55%,203.0,1.0,0.0049,365.42,A
June,23.0,18:00,94.97%,160.0,1.0,0.0063,352.25,A
June,23.0,18:30,77.46%,178.0,5.0,0.0281,333.12,A
June,23.0,19:00,99.12%,114.0,0.0,0.0,279.9,A
June,23.0,19:30,100.00%,76.0,2.0,0.0263,392.01,A
June,23.0,20:00,94.92%,59.0,0.0,0.0,354.86,A
June,23.0,20:30,73.44%,65.0,1.0,0.0154,364.38,A
June,23.0,21:00,95.65%,46.0,0.0,0.0,347.07,A
June,23.0,21:30,100.00%,19.0,0.0,0.0,250.68,A
June,23.0,22:00,100.00%,36.0,0.0,0.0,300.69,A
June,23.0,22:30,88.24%,18.0,1.0,0.0556,330.35,A
June,23.0,23:00,62.50%,18.0,2.0,0.11109999999999999,306.94,A
June,23.0,23:30,92.31%,13.0,0.0,0.0,299.38,A
June,24.0,0:00,100.00%,6.0,0.0,0.0,199.5,A
June,24.0,0:30,100.00%,1.0,0.0,0.0,123.0,A
June,24.0,1:00,100.00%,1.0,0.0,0.0,76.0,A
June,24.0,1:30,100.00%,2.0,1.0,0.5,133.0,A
June,24.0,2:30,100.00%,1.0,0.0,0.0,313.0,A
June,24.0,6:00,100.00%,2.0,0.0,0.0,103.0,A
June,24.0,6:30,50.00%,2.0,0.0,0.0,398.5,A
June,24.0,7:00,62.50%,8.0,0.0,0.0,235.63,A
June,24.0,7:30,88.89%,18.0,0.0,0.0,458.67,A
June,24.0,8:00,95.35%,43.0,0.0,0.0,238.21,A
June,24.0,8:30,94.37%,71.0,0.0,0.0,258.63,A
June,24.0,9:00,98.99%,99.0,0.0,0.0,317.35,A
June,24.0,9:30,100.00%,135.0,2.0,0.0148,360.27,A
June,24.0,10:00,100.00%,151.0,0.0,0.0,276.4,A
June,24.0,10:30,98.95%,191.0,0.0,0.0,312.09,A
June,24.0,11:00,100.00%,200.0,2.0,0.01,304.23,A
June,24.0,11:30,100.00%,213.0,1.0,0.004699999999999999,311.17,A
June,24.0,12:00,100.00%,221.0,1.0,0.0045000000000000005,311.33,A
June,24.0,12:30,100.00%,209.0,0.0,0.0,313.44,A
June,24.0,13:00,99.55%,220.0,0.0,0.0,328.96,A
June,24.0,13:30,100.00%,215.0,0.0,0.0,280.61,A
June,24.0,14:00,100.00%,224.0,0.0,0.0,294.93,A
June,24.0,14:30,100.00%,222.0,0.0,0.0,335.56,A
June,24.0,15:00,100.00%,225.0,0.0,0.0,310.88,A
June,24.0,15:30,100.00%,218.0,0.0,0.0,286.78,A
June,24.0,16:00,81.82%,236.0,5.0,0.0212,315.04,A
June,24.0,16:30,98.64%,220.0,0.0,0.0,339.88,A
June,24.0,17:00,100.00%,185.0,0.0,0.0,311.17,A
June,24.0,17:30,99.35%,154.0,0.0,0.0,298.81,A
June,24.0,18:00,92.98%,171.0,0.0,0.0,310.08,A
June,24.0,18:30,85.71%,142.0,2.0,0.0141,312.02,A
June,24.0,19:00,100.00%,81.0,0.0,0.0,304.21,A
June,24.0,19:30,98.70%,77.0,0.0,0.0,262.9,A
June,24.0,20:00,100.00%,47.0,0.0,0.0,328.47,A
June,24.0,20:30,100.00%,48.0,0.0,0.0,340.46,A
June,24.0,21:00,91.89%,38.0,1.0,0.0263,283.41,A
June,24.0,21:30,95.45%,23.0,1.0,0.0435,354.14,A
June,24.0,22:00,100.00%,29.0,0.0,0.0,256.52,A
June,24.0,22:30,50.00%,11.0,1.0,0.0909,274.3,A
June,24.0,23:00,36.36%,12.0,1.0,0.0833,456.73,A
June,24.0,23:30,70.00%,10.0,0.0,0.0,300.6,A
June,25.0,0:00,100.00%,3.0,0.0,0.0,302.33,A
June,25.0,0:30,100.00%,1.0,0.0,0.0,109.0,A
June,25.0,1:00,100.00%,3.0,0.0,0.0,540.67,A
June,25.0,1:30,100.00%,2.0,0.0,0.0,636.5,A
June,25.0,2:00,100.00%,2.0,0.0,0.0,306.0,A
June,25.0,2:30,100.00%,3.0,0.0,0.0,307.33,A
June,25.0,3:00,100.00%,3.0,0.0,0.0,543.67,A
June,25.0,3:30,100.00%,1.0,0.0,0.0,150.0,A
June,25.0,4:00,100.00%,2.0,0.0,0.0,159.0,A
June,25.0,4:30,100.00%,3.0,0.0,0.0,257.33,A
June,25.0,5:00,100.00%,5.0,0.0,0.0,350.2,A
June,25.0,5:30,100.00%,3.0,0.0,0.0,214.67,A
June,25.0,6:00,100.00%,1.0,0.0,0.0,214.0,A
June,25.0,6:30,66.67%,4.0,1.0,0.25,219.33,A
June,25.0,7:00,100.00%,9.0,0.0,0.0,202.44,A
June,25.0,7:30,92.31%,13.0,0.0,0.0,407.0,A
June,25.0,8:00,98.11%,54.0,1.0,0.018500000000000003,258.17,A
June,25.0,8:30,87.84%,76.0,2.0,0.0263,346.88,A
June,25.0,9:00,53.79%,138.0,6.0,0.0435,300.21,A
June,25.0,9:30,91.67%,168.0,0.0,0.0,340.24,A
June,25.0,10:00,98.35%,182.0,0.0,0.0,289.76,A
June,25.0,10:30,98.04%,204.0,0.0,0.0,314.41,A
June,25.0,11:00,100.00%,238.0,0.0,0.0,322.88,A
June,25.0,11:30,92.05%,240.0,1.0,0.0042,290.09,A
June,25.0,12:00,98.21%,224.0,0.0,0.0,311.7,A
June,25.0,12:30,99.16%,237.0,0.0,0.0,320.5,A
June,25.0,13:00,95.81%,194.0,3.0,0.0155,315.06,A
June,25.0,13:30,92.80%,236.0,0.0,0.0,332.54,A
June,25.0,14:00,99.55%,224.0,0.0,0.0,310.27,A
June,25.0,14:30,96.37%,248.0,0.0,0.0,327.1,A
June,25.0,15:00,87.98%,234.0,1.0,0.0043,335.34,A
June,25.0,15:30,78.93%,244.0,2.0,0.008199999999999999,302.05,A
June,25.0,16:00,95.34%,237.0,1.0,0.0042,306.23,A
June,25.0,16:30,98.23%,226.0,0.0,0.0,295.65,A
June,25.0,17:00,100.00%,171.0,0.0,0.0,309.48,A
June,25.0,17:30,88.95%,186.0,5.0,0.0269,320.07,A
June,25.0,18:00,86.16%,164.0,5.0,0.0305,326.27,A
June,25.0,18:30,98.60%,143.0,0.0,0.0,275.38,A
June,25.0,19:00,97.85%,93.0,0.0,0.0,347.11,A
June,25.0,19:30,100.00%,57.0,2.0,0.0351,332.49,A
June,25.0,20:00,100.00%,45.0,0.0,0.0,271.98,A
June,25.0,20:30,100.00%,40.0,0.0,0.0,291.1,A
June,25.0,21:00,89.47%,38.0,0.0,0.0,304.39,A
June,25.0,21:30,100.00%,28.0,0.0,0.0,268.25,A
