Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,5,5:00,1.12,0,0.0,283.69,2.56,0,0.0,532.14,15.01,0,0.010852,296.57,1.21,0,0.098333,363.17
August,5,5:30,3.35,0,0.0,306.08,2.56,0,0.0,382.63,27.72,0,0.01622,286.81,3.64,0,0.0,276.94
August,5,6:00,3.35,0,0.002273,293.94,7.67,0,0.001667,323.6,39.27,0,0.002067,267.32,17.0,0,0.004945,237.66
August,5,6:30,5.58,1,0.106488,275.09,10.23,3,0.304091,291.74,64.68,1,0.009042,251.3,33.99,2,0.055503,278.16
August,5,7:00,11.16,1,0.07766,272.89,34.52,1,0.020495,252.22,112.03,1,0.010289,273.82,53.42,0,0.003524,247.68
August,5,7:30,20.08,1,0.072624,315.15,58.81,4,0.061502,296.45,173.25,4,0.023287,268.09,95.91,1,0.009121,269.57
August,5,8:00,59.14,2,0.032834,269.41,106.1,1,0.006845,282.75,309.54,6,0.018523,284.77,154.18,1,0.004055,284.24
August,5,8:30,108.23,6,0.052961,320.31,158.52,3,0.017984,303.8,451.6,10,0.021977,305.2,235.52,6,0.025742,293.55
August,5,9:00,149.52,5,0.033199,306.62,232.66,2,0.00667,302.71,637.55,10,0.016178,313.53,339.93,4,0.010952,281.29
August,5,9:30,179.65,4,0.022494,323.97,319.59,3,0.010943,309.25,790.01,14,0.018287,320.6,396.99,9,0.021959,300.72
August,5,10:00,207.54,3,0.015041,309.48,364.34,4,0.012251,313.87,920.52,12,0.01286,318.41,469.83,15,0.032176,304.07
August,5,10:30,238.79,4,0.015341,316.99,396.3,17,0.043666,331.4,1037.18,34,0.032324,332.29,491.68,31,0.063662,316.6
August,5,11:00,262.22,2,0.007387,321.09,458.94,12,0.025773,333.32,1084.53,20,0.018372,334.36,551.17,13,0.024296,315.49
August,5,11:30,263.33,3,0.013038,320.58,499.84,12,0.024717,333.63,1127.27,25,0.02234,338.48,563.31,10,0.017292,320.45
August,5,12:00,258.87,4,0.016936,331.61,503.68,6,0.012815,334.4,1123.8,11,0.010041,337.12,598.52,8,0.012826,322.12
August,5,12:30,264.45,3,0.011933,320.63,527.97,12,0.023247,343.26,1170.0,38,0.032273,344.4,587.59,14,0.023138,314.29
August,5,13:00,267.8,4,0.015485,318.71,562.48,10,0.01823,329.98,1143.44,14,0.012523,342.11,588.8,16,0.026335,324.35
August,5,13:30,267.8,3,0.009551,322.93,554.81,13,0.022812,336.13,1133.04,19,0.017148,340.46,609.44,10,0.016821,315.99
August,5,14:00,263.33,1,0.004555,322.17,561.21,5,0.009055,334.88,1160.76,12,0.010023,342.39,627.65,4,0.007004,315.9
August,5,14:30,268.91,1,0.005512,326.72,572.71,7,0.01255,346.75,1152.68,15,0.013017,347.57,636.15,10,0.016038,325.26
August,5,15:00,280.07,5,0.018289,320.79,544.59,3,0.004981,334.5,1122.65,6,0.005119,347.32,628.87,4,0.006972,329.52
August,5,15:30,266.68,3,0.012953,326.96,567.6,3,0.004467,339.01,1103.01,21,0.019028,352.92,609.44,8,0.013118,328.97
August,5,16:00,264.45,2,0.008312,332.4,572.71,2,0.002938,340.6,1115.72,14,0.012516,349.03,604.59,7,0.010853,325.28
August,5,16:30,252.18,1,0.004366,325.93,559.93,2,0.004031,343.31,1081.07,8,0.007612,349.12,592.45,5,0.00836,328.8
August,5,17:00,217.59,4,0.017775,326.99,519.02,7,0.013862,340.74,1009.46,30,0.030116,348.77,587.59,23,0.038517,317.83
August,5,17:30,200.85,5,0.023645,325.2,504.96,9,0.018627,340.86,945.93,32,0.033349,345.46,519.6,20,0.038218,329.8
August,5,18:00,177.42,2,0.011325,310.66,461.49,7,0.014118,337.64,857.0,20,0.02371,353.76,473.47,8,0.01783,326.4
August,5,18:30,158.45,1,0.009283,334.65,406.52,2,0.005709,336.58,773.84,12,0.015399,352.39,443.12,5,0.010803,328.13
August,5,19:00,99.31,0,0.004655,333.68,370.73,3,0.008459,337.18,689.53,10,0.013915,347.94,394.56,8,0.019977,315.9
August,5,19:30,73.64,1,0.011187,321.49,324.71,3,0.008634,334.39,610.99,14,0.022927,341.28,361.78,7,0.01986,330.52
August,5,20:00,61.37,1,0.009615,309.59,300.42,4,0.014536,333.16,528.98,10,0.019294,346.97,314.43,9,0.030183,322.21
August,5,20:30,50.21,1,0.029262,308.12,256.95,4,0.01645,331.15,441.2,3,0.007107,342.69,286.51,4,0.014346,315.61
August,5,21:00,43.52,1,0.033645,315.5,213.49,3,0.013819,327.01,376.53,1,0.002358,344.62,228.24,12,0.053916,318.91
August,5,21:30,35.71,0,0.006936,314.99,182.81,1,0.00818,338.56,309.54,1,0.002012,337.64,199.1,4,0.022127,322.87
August,5,22:00,23.43,0,0.0,346.35,144.46,1,0.00743,307.55,255.25,2,0.008578,340.95,154.18,1,0.006544,314.67
August,5,22:30,17.85,2,0.117437,307.88,113.78,1,0.007423,318.81,205.59,1,0.004379,317.86,138.4,1,0.007179,323.66
August,5,23:00,15.62,1,0.074056,318.74,88.21,1,0.006261,300.65,159.39,1,0.003795,330.24,98.34,0,0.003802,315.82
August,5,23:30,12.27,0,0.020736,298.76,67.75,0,0.004835,309.77,131.67,1,0.004929,324.65,83.77,0,0.00241,305.01
August,6,0:00,7.05,0,0.003159,237.62,42.18,1,0.013574,304.37,87.78,0,0.003676,331.71,55.39,0,0.000342,341.69
August,6,0:30,4.03,0,0.034577,250.32,27.72,0,0.015419,301.71,64.45,0,0.003803,306.9,37.33,0,0.000805,339.84
August,6,1:00,3.02,0,0.03559,336.77,13.26,0,0.027804,301.1,47.78,0,0.00574,306.78,27.69,0,0.002271,342.4
August,6,1:30,2.02,0,0.045554,320.18,10.85,1,0.093445,320.3,32.22,0,0.01373,342.28,25.29,0,0.005137,311.3
August,6,2:00,2.02,0,0.069,324.98,6.03,0,0.069378,356.71,26.67,1,0.055623,248.36,19.27,1,0.064705,321.5
August,6,2:30,1.01,0,0.048612,216.78,4.82,0,0.039647,403.86,20.0,0,0.017733,262.93,13.25,0,0.005205,292.81
August,6,3:00,2.02,0,0.0,412.46,3.62,0,0.0,406.37,13.33,0,0.001042,292.43,3.61,0,0.037037,335.63
August,6,3:30,2.02,0,0.0,546.83,6.03,0,0.0,452.52,14.44,0,0.00081,320.88,0.0,0,0.0,375.5
August,6,4:00,2.02,0,0.0,240.31,2.41,0,0.025625,362.79,14.44,0,0.017851,300.09,1.2,0,0.0,466.8
August,6,4:30,1.01,0,0.18,736.0,2.41,0,0.014286,352.86,14.44,0,0.031062,297.34,1.2,0,0.128571,330.69
August,6,5:00,1.01,0,0.005556,183.19,3.62,0,0.049306,292.66,16.67,0,0.01622,289.86,1.2,0,0.0,211.3
August,6,5:30,3.02,0,0.0,288.43,3.62,0,0.033333,250.7,23.33,0,0.013977,293.43,2.41,0,0.002381,403.88
August,6,6:00,3.02,0,0.07674,235.27,6.03,0,0.023377,232.41,38.89,0,0.008461,277.95,16.86,0,0.006885,239.05
August,6,6:30,6.05,2,0.279304,287.39,8.44,3,0.316046,381.29,67.78,2,0.022385,265.81,31.31,2,0.061446,256.39
August,6,7:00,12.09,2,0.155618,303.62,32.54,1,0.027399,274.94,110.0,1,0.005484,259.52,48.16,1,0.014245,261.3
August,6,7:30,16.12,1,0.07976,301.9,49.41,2,0.044591,280.2,166.67,2,0.010187,258.61,84.29,1,0.010481,255.0
August,6,8:00,53.41,1,0.027242,282.65,92.8,1,0.010056,294.97,290.01,1,0.004385,288.5,151.72,1,0.00618,263.26
August,6,8:30,89.69,4,0.041316,311.18,147.03,2,0.01339,302.37,422.24,2,0.004963,301.89,233.6,4,0.018069,288.8
August,6,9:00,124.96,1,0.009106,313.09,226.56,2,0.0082,303.87,590.02,2,0.003034,310.76,309.46,4,0.012645,292.26
August,6,9:30,156.2,2,0.009821,311.61,280.8,2,0.00737,314.53,740.02,8,0.010576,315.89,360.03,11,0.031469,298.95
August,6,10:00,179.38,3,0.014233,304.7,324.18,1,0.004345,316.61,843.36,10,0.011632,324.06,437.1,11,0.024237,306.45
August,6,10:30,215.66,2,0.011296,314.21,367.56,9,0.025251,331.06,950.03,20,0.021026,332.85,475.63,15,0.032506,310.15
August,6,11:00,229.77,1,0.005522,316.86,378.41,4,0.011866,334.11,1004.48,13,0.013021,335.63,517.77,9,0.016814,315.9
August,6,11:30,236.83,3,0.012885,314.63,442.28,11,0.024715,328.55,1042.26,23,0.022201,337.89,539.45,3,0.006237,316.83
August,6,12:00,229.77,1,0.005556,312.05,460.36,5,0.010839,335.57,1027.81,14,0.01345,342.12,545.47,8,0.014187,312.33
August,6,12:30,238.84,2,0.009776,304.93,467.59,6,0.013877,340.9,1036.7,34,0.033139,340.75,571.96,13,0.022395,310.45
August,6,13:00,224.73,2,0.009794,312.17,474.82,6,0.013653,333.43,1022.26,22,0.02158,345.89,546.67,16,0.03002,314.13
August,6,13:30,231.79,2,0.009614,321.11,488.08,13,0.026495,333.13,1024.48,20,0.019359,341.1,562.32,15,0.026023,319.74
August,6,14:00,247.91,2,0.008485,327.6,535.08,7,0.013062,332.71,1048.92,16,0.015423,344.46,600.86,16,0.026963,323.86
August,6,14:30,235.82,1,0.003875,324.55,543.51,10,0.017577,335.6,1100.04,45,0.040769,348.73,605.67,19,0.031297,324.67
August,6,15:00,252.95,3,0.010235,329.47,519.41,3,0.006306,339.65,1030.03,9,0.008855,346.92,615.31,7,0.011663,325.63
August,6,15:30,239.85,6,0.025333,323.8,517.0,6,0.010963,341.4,1043.37,6,0.005844,345.72,594.84,10,0.01649,322.66
August,6,16:00,238.84,5,0.019324,323.84,517.0,2,0.00406,339.5,1067.81,6,0.005203,347.35,610.49,6,0.010617,316.79
August,6,16:30,238.84,2,0.007166,320.92,498.92,2,0.004989,339.19,983.37,4,0.003567,353.33,569.55,5,0.00885,325.25
August,6,17:00,208.61,1,0.006092,318.22,470.0,2,0.003356,339.5,944.48,7,0.007248,346.73,547.87,5,0.009475,328.17
August,6,17:30,184.42,1,0.006169,324.09,445.9,2,0.004227,340.92,900.03,14,0.016016,345.0,503.32,5,0.010558,316.3
August,6,18:00,158.22,1,0.006212,322.19,435.05,4,0.010008,334.04,778.91,18,0.023477,351.53,468.4,3,0.005821,328.76
August,6,18:30,138.06,1,0.004051,310.8,388.05,5,0.01291,340.97,707.8,21,0.029933,354.65,409.4,3,0.007114,320.0
August,6,19:00,90.7,0,0.004145,335.75,345.87,4,0.010741,334.37,643.35,13,0.020379,347.46,390.14,11,0.027456,311.77
August,6,19:30,65.5,1,0.011348,314.68,330.21,4,0.01083,337.0,580.02,19,0.032053,357.52,339.56,15,0.043407,323.6
August,6,20:00,55.43,1,0.011081,316.84,269.95,4,0.013907,346.27,492.24,21,0.042373,351.42,316.68,15,0.048717,312.51
August,6,20:30,49.38,1,0.02111,326.58,239.82,1,0.005243,326.58,462.24,9,0.019693,342.07,263.7,8,0.028576,316.35
August,6,21:00,36.28,1,0.023216,305.17,198.85,1,0.006172,324.84,381.12,1,0.002209,346.01,223.97,8,0.033545,321.64
August,6,21:30,33.26,0,0.013401,320.36,149.44,0,0.00133,322.55,303.34,1,0.001943,347.83,199.88,2,0.009757,307.13
August,6,22:00,26.2,1,0.024096,304.14,137.38,2,0.013674,318.05,256.68,3,0.012983,324.34,158.94,4,0.02368,329.25
August,6,22:30,18.14,3,0.155656,294.29,96.41,0,0.003904,307.06,194.45,1,0.003096,321.66,120.41,1,0.006504,310.97
August,6,23:00,14.11,1,0.090443,347.37,74.72,0,0.003264,317.74,152.23,0,0.002326,328.25,96.33,0,0.002477,317.63
August,6,23:30,13.1,1,0.061758,317.12,54.23,0,0.003125,313.91,120.0,0,0.003817,329.89,79.47,0,0.004783,319.17
August,7,0:00,7.05,0,0.006084,355.65,42.44,0,0.000602,317.41,85.07,0,0.00245,349.83,49.31,0,0.004248,326.68
August,7,0:30,5.03,0,0.0,342.04,29.82,0,0.000513,280.55,62.46,0,0.006657,306.7,34.74,0,0.001923,301.66
August,7,1:00,4.03,0,0.002273,316.37,13.76,0,0.025417,409.31,44.15,1,0.028236,320.75,28.02,1,0.021538,373.32
August,7,1:30,4.03,0,0.006818,338.87,9.18,1,0.056538,241.14,30.15,1,0.020118,309.05,21.29,1,0.028965,313.82
August,7,2:00,2.01,0,0.0,230.98,6.88,0,0.008333,359.69,22.61,1,0.034531,311.29,16.81,1,0.045848,345.12
August,7,2:30,1.01,0,0.0,379.56,3.44,0,0.0,403.42,23.69,1,0.056675,325.14,13.45,0,0.025112,301.44
August,7,3:00,1.01,0,0.025,200.66,4.59,0,0.0,292.67,15.08,0,0.022882,393.08,4.48,0,0.084091,411.71
August,7,3:30,2.01,0,0.0,179.69,3.44,0,0.0,402.77,16.15,0,0.007281,356.25,1.12,0,0.045,302.86
August,7,4:00,2.01,0,0.0875,318.07,4.59,0,0.0275,307.07,18.31,1,0.04139,298.03,2.24,0,0.0375,321.61
August,7,4:30,2.01,0,0.0125,315.18,4.59,0,0.037122,219.3,16.15,0,0.017548,341.29,1.12,0,0.041,613.7
August,7,5:00,2.01,0,0.002778,259.61,4.59,0,0.001667,224.26,20.46,0,0.020567,300.13,1.12,0,0.025595,332.01
August,7,5:30,2.01,0,0.094,317.51,4.59,0,0.086364,412.68,21.54,1,0.035038,328.47,2.24,0,0.0125,270.51
August,7,6:00,4.03,0,0.069487,280.24,6.88,1,0.179781,298.06,38.77,0,0.006254,286.98,13.45,0,0.021316,256.86
August,7,6:30,6.04,3,0.502738,292.19,6.88,5,0.662599,518.63,59.23,2,0.031727,262.85,29.14,3,0.105553,253.52
August,7,7:00,11.07,3,0.281016,314.15,37.85,1,0.039095,244.79,102.3,1,0.010203,267.79,53.79,1,0.022526,255.78
August,7,7:30,18.12,4,0.214724,355.7,52.76,3,0.060158,280.49,165.83,3,0.020062,267.83,88.54,2,0.023428,280.37
August,7,8:00,50.33,1,0.018212,274.16,100.94,1,0.007881,275.86,287.51,3,0.012148,281.4,147.93,2,0.013563,268.08
August,7,8:30,86.57,1,0.013058,292.49,139.94,3,0.018788,302.9,410.27,4,0.008746,304.34,209.57,7,0.034679,288.2
August,7,9:00,122.8,1,0.008704,303.57,208.76,3,0.012589,310.08,573.95,4,0.006477,308.76,283.54,4,0.013459,286.03
August,7,9:30,153.0,2,0.012352,313.39,247.76,3,0.012909,317.23,720.4,13,0.017871,302.97,364.23,14,0.039212,300.12
August,7,10:00,167.09,2,0.011914,319.57,322.32,5,0.016692,326.18,799.0,19,0.024013,322.7,437.08,13,0.030362,299.15
August,7,10:30,213.4,3,0.013367,320.51,355.58,12,0.035027,324.06,932.53,40,0.042912,326.89,450.52,19,0.041236,313.18
August,7,11:00,237.55,1,0.005195,317.65,378.52,10,0.026628,326.73,969.14,20,0.020774,333.89,493.11,18,0.036784,314.41
August,7,11:30,227.49,1,0.004568,322.25,418.67,23,0.054004,342.82,1003.6,22,0.021898,332.94,518.89,18,0.033864,313.33
August,7,12:00,246.61,3,0.01119,309.16,504.69,16,0.031076,333.87,1040.21,42,0.040447,334.81,541.3,17,0.031519,310.0
August,7,12:30,237.55,4,0.015159,322.8,480.61,17,0.035154,340.55,1047.75,38,0.03657,339.7,545.78,13,0.023095,321.7
August,7,13:00,240.57,4,0.016203,334.38,493.22,11,0.022738,331.79,1008.98,24,0.023963,343.37,531.21,15,0.02769,317.11
August,7,13:30,249.63,2,0.008646,325.68,479.46,15,0.031512,330.14,1039.14,35,0.033913,344.55,553.63,19,0.033505,320.14
August,7,14:00,235.54,2,0.008641,319.47,508.14,18,0.03515,340.43,1074.67,27,0.025136,345.12,560.35,19,0.034412,318.06
August,7,14:30,251.65,3,0.010912,327.67,516.16,20,0.037999,341.47,1047.75,27,0.025986,342.71,577.16,32,0.055595,325.65
August,7,15:00,239.57,4,0.015253,316.56,527.64,11,0.020979,346.41,1005.75,23,0.022964,346.15,561.47,26,0.047057,328.14
August,7,15:30,251.65,7,0.028574,324.16,515.02,17,0.032255,338.32,1031.6,64,0.062518,347.35,589.49,42,0.071217,323.88
August,7,16:00,233.53,2,0.008807,332.49,511.58,15,0.028826,350.66,1014.37,30,0.029455,345.85,616.39,26,0.042773,325.13
August,7,16:30,221.45,1,0.004381,331.92,501.25,10,0.020144,339.08,963.76,16,0.016581,349.06,567.08,14,0.025569,319.22
August,7,17:00,198.3,3,0.014479,326.43,455.37,9,0.020262,342.4,907.76,17,0.018733,344.89,521.13,9,0.016984,333.6
August,7,17:30,175.15,2,0.01419,325.67,450.78,7,0.014967,346.07,852.84,15,0.017548,346.31,491.99,15,0.030036,321.97
August,7,18:00,157.03,2,0.010362,318.31,400.31,10,0.025076,346.51,748.39,16,0.021229,349.44,438.2,6,0.012644,318.74
August,7,18:30,127.84,1,0.00859,348.29,341.82,7,0.020242,339.33,678.4,9,0.013052,348.2,370.95,8,0.020787,313.5
August,7,19:00,89.59,1,0.00647,355.06,331.49,12,0.037425,337.95,593.33,11,0.019051,338.74,348.54,10,0.027437,320.1
August,7,19:30,67.44,0,0.004083,326.96,292.49,6,0.019912,319.88,511.49,12,0.02397,346.36,288.02,13,0.045752,319.45
August,7,20:00,53.35,1,0.011851,339.96,237.44,8,0.033279,329.68,431.81,20,0.0465,341.46,248.8,12,0.049298,316.21
August,7,20:30,42.28,1,0.025523,306.91,221.38,8,0.034522,336.8,383.35,10,0.025404,335.98,230.87,7,0.029283,302.99
August,7,21:00,29.19,1,0.033958,326.48,181.23,4,0.02335,330.08,315.51,3,0.009912,339.0,182.68,15,0.082818,325.75
August,7,21:30,21.14,0,0.01015,322.55,157.14,4,0.024227,315.9,255.21,3,0.011938,338.57,171.47,11,0.06429,327.18
August,7,22:00,21.14,0,0.004802,322.36,118.14,1,0.008924,320.86,209.98,1,0.006787,337.54,134.48,2,0.018575,314.44
August,7,22:30,15.1,3,0.194976,383.88,97.5,1,0.008193,296.67,164.75,0,0.00208,330.78,109.83,2,0.015184,307.83
August,7,23:00,15.1,2,0.147476,324.34,64.23,1,0.008463,320.57,129.22,0,0.00131,319.14,78.45,0,0.00426,301.93
August,7,23:30,8.05,1,0.101053,246.22,63.09,1,0.011081,304.51,100.14,0,0.002944,297.62,67.24,0,0.002287,300.09
August,8,0:00,10.4,1,0.05771,361.64,70.04,2,0.024707,299.33,116.96,1,0.011036,319.69,77.16,1,0.01847,303.66
August,8,0:30,8.91,0,0.003462,386.83,41.69,0,0.004017,322.98,90.09,0,0.002828,320.7,49.72,0,0.00786,317.12
August,8,1:00,7.43,0,0.048182,371.55,16.68,1,0.068173,393.99,60.06,1,0.015135,310.59,39.44,0,0.00301,320.93
August,8,1:30,2.97,0,0.081818,275.36,10.01,0,0.047569,299.34,56.9,1,0.015136,330.33,29.15,0,0.011415,313.66
August,8,2:00,2.97,0,0.105,474.15,10.01,0,0.042858,337.94,33.19,1,0.033989,317.15,20.58,0,0.020632,326.52
August,8,2:30,4.46,0,0.0,399.45,5.0,0,0.0,340.01,23.71,0,0.001282,341.8,13.72,0,0.00392,373.83
August,8,3:00,1.49,0,0.0,309.59,6.67,0,0.0,320.54,22.13,1,0.041868,354.07,5.14,0,0.013636,438.07
August,8,3:30,1.49,0,0.0,610.74,3.34,0,0.0,152.98,20.55,0,0.000641,295.04,1.71,0,0.0,233.0
August,8,4:00,1.49,0,0.0,244.13,3.34,0,0.0,289.17,18.97,0,0.005537,375.09,0.0,0,0.0,1762.67
August,8,4:30,1.49,0,0.0,183.24,3.34,0,0.0125,304.88,17.39,0,0.016273,298.48,1.71,0,0.0,760.75
August,8,5:00,1.49,0,0.0,408.33,5.0,0,0.0,260.05,20.55,0,0.0,445.44,1.71,0,0.0,215.12
August,8,5:30,1.49,0,0.0,187.35,5.0,0,0.0,256.68,25.29,0,0.0,306.59,1.71,0,0.0,357.24
August,8,6:00,2.97,0,0.02,264.98,5.0,0,0.002777,396.88,36.35,0,0.002259,277.86,17.15,1,0.029314,254.78
August,8,6:30,4.46,1,0.199459,287.52,11.67,3,0.278007,369.46,58.48,1,0.011909,266.28,27.43,2,0.06007,295.79
August,8,7:00,10.4,1,0.092742,254.9,18.34,0,0.025495,286.55,101.15,1,0.007806,273.84,46.29,1,0.018724,255.16
August,8,7:30,22.28,2,0.09719,303.19,36.69,0,0.008661,310.99,154.89,2,0.01457,265.2,73.73,2,0.021051,284.72
August,8,8:00,47.52,1,0.014927,250.17,58.37,1,0.013686,294.66,270.27,2,0.006676,270.12,120.02,1,0.004442,281.24
August,8,8:30,72.77,1,0.006876,277.52,71.71,2,0.026947,304.74,406.2,6,0.014161,292.79,185.18,1,0.007457,268.71
August,8,9:00,112.87,1,0.007272,278.22,180.1,2,0.012594,281.38,540.54,4,0.006787,291.09,269.2,4,0.01432,281.31
August,8,9:30,124.75,2,0.01568,271.92,241.81,4,0.018333,304.56,652.76,23,0.035271,310.07,341.21,9,0.02774,272.74
August,8,10:00,161.88,2,0.010315,293.24,300.17,7,0.022572,305.36,806.07,11,0.013262,308.88,394.36,10,0.0253,287.46
August,8,10:30,193.07,2,0.010116,293.77,353.54,16,0.044601,314.99,919.87,11,0.011896,321.32,457.8,27,0.05959,290.52
August,8,11:00,233.17,3,0.013007,299.43,400.23,11,0.026763,319.28,989.42,15,0.015646,323.9,504.1,15,0.029506,298.63
August,8,11:30,218.32,4,0.019513,291.15,455.26,17,0.038038,325.33,1017.87,30,0.02981,330.33,550.39,12,0.022503,300.57
August,8,12:00,245.05,9,0.037501,300.55,473.61,11,0.022204,321.77,1039.99,22,0.021541,329.89,567.54,8,0.014542,307.46
August,8,12:30,258.41,15,0.059227,305.82,490.29,17,0.034174,319.9,1049.48,31,0.029089,329.17,596.69,22,0.036033,300.35
August,8,13:00,248.02,4,0.015504,306.67,491.95,23,0.047541,323.89,1019.45,24,0.023908,332.99,600.12,22,0.036017,309.91
August,8,13:30,245.05,1,0.005915,311.36,530.31,30,0.057504,318.56,1036.83,48,0.046395,331.01,606.98,22,0.036957,304.81
August,8,14:00,239.11,3,0.012082,315.21,548.65,37,0.066749,326.96,1035.25,33,0.032335,335.5,582.97,14,0.024017,303.74
August,8,14:30,250.99,6,0.025208,311.25,536.98,27,0.050923,332.6,1028.93,21,0.019961,329.66,605.26,36,0.05998,312.79
August,8,15:00,239.11,2,0.009914,305.95,546.98,17,0.030184,321.81,972.03,4,0.003687,338.4,586.4,13,0.022464,297.73
August,8,15:30,245.05,2,0.009747,308.68,530.31,12,0.022177,317.2,948.32,2,0.001706,335.68,550.39,8,0.013766,296.15
August,8,16:00,240.59,2,0.008374,321.48,536.98,8,0.015187,328.82,908.81,2,0.002248,335.51,526.39,7,0.013233,310.0
August,8,16:30,206.43,1,0.004993,296.51,518.64,7,0.013658,337.43,826.62,1,0.001458,332.92,481.81,5,0.009784,304.75
August,8,17:00,191.58,5,0.027317,306.53,468.61,4,0.007953,330.84,764.98,3,0.003323,336.04,456.09,4,0.00831,305.81
August,8,17:30,164.85,4,0.02621,318.88,453.6,7,0.014584,333.53,758.66,2,0.00255,332.26,420.08,2,0.003828,305.59
August,8,18:00,170.79,3,0.016333,320.11,401.9,12,0.030285,343.01,698.6,3,0.004202,328.57,396.08,2,0.005009,305.5
August,8,18:30,136.63,2,0.01426,334.17,370.22,11,0.029105,329.56,655.92,5,0.007817,339.95,365.21,1,0.003129,323.51
August,8,19:00,103.96,1,0.009622,321.13,328.52,10,0.030458,329.95,581.64,9,0.016138,328.68,356.64,2,0.005909,315.79
August,8,19:30,77.23,1,0.013247,331.16,288.5,6,0.021286,313.08,542.12,23,0.041869,326.19,300.06,2,0.00633,321.0
August,8,20:00,66.83,2,0.028239,300.31,256.82,18,0.068259,319.48,474.16,16,0.034642,334.68,260.62,4,0.014347,304.61
August,8,20:30,54.95,3,0.057247,275.72,233.47,7,0.030182,304.6,407.78,8,0.018695,328.58,245.19,3,0.011843,296.52
August,8,21:00,37.13,2,0.048054,296.27,178.44,7,0.038568,306.19,346.14,5,0.013828,328.0,205.75,7,0.035369,302.11
August,8,21:30,31.19,1,0.042633,297.1,153.42,3,0.019551,304.95,271.85,1,0.005059,330.08,173.18,2,0.010012,310.03
August,8,22:00,20.79,0,0.016112,364.23,123.41,3,0.027493,297.7,235.5,1,0.004868,322.09,147.46,1,0.005384,295.68
August,8,22:30,14.85,1,0.097243,305.03,110.06,2,0.017056,316.69,194.41,1,0.003492,319.64,125.17,1,0.005008,301.93
August,8,23:00,14.85,1,0.098361,332.33,85.05,2,0.02509,289.28,146.99,0,0.002477,309.68,101.16,0,0.001236,299.49
August,8,23:30,10.4,0,0.006468,259.56,63.37,1,0.011485,294.57,123.28,0,0.001301,314.49,78.87,1,0.008337,282.47
August,9,0:00,6.96,0,0.063333,466.65,50.4,2,0.038452,272.05,85.0,1,0.009482,294.19,60.43,0,0.006807,279.74
August,9,0:30,6.96,1,0.144872,396.29,37.8,2,0.041842,273.13,62.96,0,0.007821,333.96,41.97,0,0.000769,293.25
August,9,1:00,6.96,1,0.081944,388.54,16.2,0,0.003162,368.51,51.94,1,0.015444,297.22,33.57,0,0.007716,301.91
August,9,1:30,6.96,0,0.038636,363.83,12.6,0,0.013553,309.58,39.35,0,0.00916,281.89,25.18,0,0.005294,357.36
August,9,2:00,2.32,0,0.0,157.29,9.0,0,0.003077,353.04,28.33,1,0.033682,302.69,21.82,0,0.01165,330.04
August,9,2:30,2.32,0,0.0,395.83,5.4,0,0.0,317.01,20.46,1,0.037255,320.24,15.11,1,0.049634,381.05
August,9,3:00,4.64,0,0.0,286.77,10.8,0,0.0,383.22,25.18,1,0.050738,322.37,6.71,0,0.064394,381.98
August,9,3:30,2.32,0,0.0,550.7,3.6,0,0.0,266.67,14.17,0,0.001183,397.15,1.68,0,0.0,208.3
August,9,4:00,2.32,0,0.0,302.33,3.6,0,0.0,258.81,15.74,0,0.0,411.28,0.0,0,0.0,125.67
August,9,4:30,2.32,0,0.0,294.8,3.6,0,0.0,367.75,11.02,0,0.0,371.21,0.0,0,0.0,236.67
August,9,5:00,0.0,0,0.0,179.0,3.6,0,0.0,490.79,17.31,0,0.001982,358.85,1.68,0,0.0,335.72
August,9,5:30,4.64,0,0.0,308.59,3.6,0,0.04,280.63,17.31,0,0.008302,277.0,1.68,0,0.0,395.0
August,9,6:00,6.96,0,0.003703,236.89,3.6,0,0.0,407.12,29.91,0,0.007194,268.0,8.39,0,0.039872,246.69
August,9,6:30,4.64,0,0.0,268.25,9.0,0,0.0,293.14,37.78,1,0.021904,249.91,18.47,0,0.020525,277.0
August,9,7:00,11.61,0,0.0,289.54,10.8,0,0.0,285.01,59.81,0,0.002027,268.74,30.22,0,0.003761,292.21
August,9,7:30,13.93,0,0.018407,362.18,18.0,0,0.025223,284.75,88.15,1,0.006879,255.11,50.36,1,0.010657,278.7
August,9,8:00,25.54,0,0.019241,247.57,30.6,0,0.007118,267.17,141.66,0,0.002291,265.33,80.58,1,0.011511,289.47
August,9,8:30,37.14,0,0.004808,279.38,43.2,0,0.008464,297.73,204.62,1,0.003359,281.52,100.72,0,0.0027,298.31
August,9,9:00,46.43,0,0.001923,272.9,100.79,1,0.005102,291.17,269.16,0,0.001712,292.28,152.76,3,0.016629,295.96
August,9,9:30,48.75,0,0.0029,298.7,129.59,0,0.001568,305.42,322.68,1,0.002005,286.0,184.65,2,0.00829,272.33
August,9,10:00,53.39,0,0.000335,288.09,152.99,1,0.00769,294.8,421.84,1,0.003112,288.21,204.8,4,0.017976,287.26
