Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT
April,23,10:30,95.61%,898.0,9.0,1.00%,321.34
April,23,11:00,97.11%,865.0,0.0,0.00%,340.61
April,23,11:30,95.53%,894.0,0.0,0.00%,341.74
April,23,12:00,91.08%,927.0,8.0,0.86%,355.55
April,23,12:30,82.74%,1006.0,15.0,1.49%,349.72
April,23,13:00,61.29%,906.0,25.0,2.76%,351.22
April,23,13:30,53.75%,955.0,34.0,3.56%,353.25
April,23,14:00,61.38%,909.0,13.0,1.43%,348.96
April,23,14:30,67.08%,914.0,30.0,3.28%,371.32
April,23,15:00,95.72%,938.0,4.0,0.43%,374.84
April,23,15:30,94.78%,963.0,5.0,0.52%,355.79
April,23,16:00,95.25%,906.0,1.0,0.11%,365.5
April,23,16:30,96.43%,813.0,1.0,0.12%,350.23
April,23,17:00,95.60%,842.0,2.0,0.24%,355.48
April,23,17:30,98.22%,732.0,2.0,0.27%,336.47
April,23,18:00,98.22%,677.0,1.0,0.15%,336.26
April,23,18:30,99.53%,638.0,3.0,0.47%,353.3
April,23,19:00,98.30%,589.0,1.0,0.17%,344.82
April,23,19:30,97.52%,484.0,0.0,0.00%,322.37
April,23,20:00,72.05%,400.0,10.0,2.50%,362.81
April,23,20:30,79.81%,324.0,7.0,2.16%,345.68
April,23,21:00,95.99%,300.0,1.0,0.33%,337.35
April,23,21:30,91.18%,206.0,2.0,0.97%,347.61
April,23,22:00,90.00%,203.0,3.0,1.48%,320.53
April,23,22:30,95.33%,150.0,0.0,0.00%,305.31
April,23,23:00,98.54%,138.0,1.0,0.72%,339.72
April,23,23:30,98.70%,77.0,0.0,0.00%,348.42
April,24,0:00,100.00%,50.0,0.0,0.00%,440.08
April,24,0:30,97.22%,36.0,0.0,0.00%,294.06
April,24,1:00,100.00%,24.0,0.0,0.00%,347.21
April,24,1:30,100.00%,25.0,1.0,4.00%,267.13
April,24,2:00,85.71%,7.0,0.0,0.00%,184.71
April,24,2:30,100.00%,1.0,0.0,0.00%,754.0
April,24,3:00,100.00%,6.0,0.0,0.00%,316.5
April,24,3:30,100.00%,11.0,0.0,0.00%,368.18
April,24,4:00,80.00%,11.0,1.0,9.09%,383.6
April,24,4:30,58.33%,13.0,1.0,7.69%,329.08
April,24,5:00,100.00%,14.0,0.0,0.00%,262.43
April,24,5:30,100.00%,33.0,0.0,0.00%,306.3
April,24,6:00,97.06%,34.0,0.0,0.00%,305.47
April,24,6:30,92.11%,77.0,1.0,1.30%,236.39
April,24,7:00,97.17%,106.0,0.0,0.00%,241.5
April,24,7:30,98.71%,158.0,3.0,1.90%,267.68
April,24,8:00,93.26%,282.0,0.0,0.00%,299.77
April,24,8:30,95.10%,412.0,4.0,0.97%,320.3
April,24,9:00,93.52%,464.0,1.0,0.22%,335.95
April,24,9:30,87.17%,608.0,8.0,1.32%,337.39
April,24,10:00,73.50%,759.0,8.0,1.05%,339.57
April,24,10:30,62.67%,810.0,9.0,1.11%,346.73
April,24,11:00,62.76%,872.0,18.0,2.06%,351.94
April,24,11:30,51.25%,880.0,37.0,4.20%,363.36
April,24,12:00,49.19%,830.0,23.0,2.77%,357.17
April,24,12:30,50.73%,914.0,29.0,3.17%,357.39
April,24,13:00,71.61%,877.0,14.0,1.60%,354.65
April,24,13:30,90.01%,889.0,8.0,0.90%,362.11
April,24,14:00,89.75%,929.0,2.0,0.22%,350.38
April,24,14:30,95.24%,905.0,1.0,0.11%,338.86
April,24,15:00,96.99%,899.0,1.0,0.11%,352.72
April,24,15:30,99.23%,909.0,2.0,0.22%,341.23
April,24,16:00,99.77%,863.0,4.0,0.46%,354.46
April,24,16:30,98.11%,793.0,1.0,0.13%,364.53
April,24,17:00,96.99%,799.0,2.0,0.25%,341.37
April,24,17:30,98.03%,764.0,3.0,0.39%,345.64
April,24,18:00,92.70%,676.0,5.0,0.74%,361.68
April,24,18:30,85.88%,592.0,4.0,0.68%,362.59
April,24,19:00,85.24%,485.0,4.0,0.82%,372.52
April,24,19:30,94.68%,434.0,2.0,0.46%,361.93
April,24,20:00,93.31%,361.0,2.0,0.55%,351.55
April,24,20:30,98.95%,288.0,2.0,0.69%,337.3
April,24,21:00,98.66%,298.0,0.0,0.00%,306.54
April,24,21:30,100.00%,205.0,0.0,0.00%,350.3
April,24,22:00,99.37%,159.0,1.0,0.63%,313.99
April,24,22:30,97.14%,105.0,0.0,0.00%,308.67
April,24,23:00,100.00%,93.0,2.0,2.15%,365.07
April,24,23:30,98.18%,55.0,0.0,0.00%,310.05
April,25,0:00,100.00%,40.0,0.0,0.00%,394.43
April,25,0:30,100.00%,7.0,0.0,0.00%,200.43
April,25,1:00,48.15%,34.0,7.0,20.59%,310.22
April,25,1:30,22.22%,22.0,4.0,18.18%,400.94
April,25,2:00,52.63%,21.0,2.0,9.52%,319.84
April,25,6:30,97.67%,43.0,0.0,0.00%,225.63
April,25,7:00,98.85%,87.0,0.0,0.00%,268.2
April,25,7:30,100.00%,143.0,1.0,0.70%,249.96
April,25,8:00,96.65%,240.0,1.0,0.42%,298.33
April,25,8:30,96.81%,345.0,0.0,0.00%,307.42
April,25,9:00,97.64%,510.0,1.0,0.20%,325.57
April,25,9:30,95.58%,639.0,6.0,0.94%,298.59
April,25,10:00,54.16%,698.0,37.0,5.30%,346.17
April,25,10:30,30.71%,791.0,55.0,6.95%,366.76
April,25,11:00,93.67%,825.0,4.0,0.48%,347.13
April,25,11:30,82.19%,904.0,11.0,1.22%,358.75
April,25,12:00,91.42%,937.0,5.0,0.53%,337.98
April,25,12:30,70.98%,868.0,34.0,3.92%,374.44
April,25,13:00,42.61%,911.0,31.0,3.40%,350.31
April,25,13:30,30.23%,965.0,42.0,4.35%,356.09
April,25,14:00,69.16%,953.0,16.0,1.68%,349.52
April,25,14:30,82.02%,974.0,6.0,0.62%,342.42
April,25,15:00,95.65%,900.0,4.0,0.44%,341.75
April,25,15:30,70.80%,924.0,20.0,2.16%,354.5
April,25,16:00,95.08%,897.0,2.0,0.22%,360.56
April,25,16:30,99.51%,820.0,2.0,0.24%,359.58
April,25,17:00,58.19%,859.0,17.0,1.98%,350.56
April,25,17:30,93.96%,700.0,5.0,0.71%,356.88
April,25,18:00,86.35%,678.0,4.0,0.59%,346.93
April,25,18:30,99.48%,578.0,0.0,0.00%,323.65
April,25,19:00,93.07%,510.0,5.0,0.98%,342.69
April,25,19:30,97.87%,472.0,3.0,0.64%,350.64
April,25,20:00,99.18%,375.0,7.0,1.87%,330.4
April,25,20:30,99.01%,304.0,0.0,0.00%,332.97
April,25,21:00,100.00%,293.0,0.0,0.00%,339.48
April,25,21:30,100.00%,221.0,0.0,0.00%,310.11
April,25,22:00,98.31%,177.0,0.0,0.00%,335.45
April,25,22:30,100.00%,141.0,1.0,0.71%,340.14
April,25,23:00,100.00%,107.0,0.0,0.00%,293.46
April,25,23:30,98.77%,81.0,0.0,0.00%,334.98
April,26,0:00,100.00%,65.0,0.0,0.00%,317.15
April,26,0:30,97.22%,36.0,0.0,0.00%,311.5
April,26,1:00,100.00%,31.0,0.0,0.00%,348.97
April,26,1:30,100.00%,32.0,1.0,3.13%,292.94
April,26,2:00,95.24%,23.0,2.0,8.70%,300.05
April,26,2:30,100.00%,12.0,0.0,0.00%,209.67
April,26,3:00,100.00%,8.0,0.0,0.00%,304.13
April,26,3:30,100.00%,5.0,0.0,0.00%,375.0
April,26,4:00,100.00%,10.0,0.0,0.00%,294.7
April,26,4:30,100.00%,10.0,0.0,0.00%,327.8
April,26,5:00,100.00%,12.0,0.0,0.00%,284.75
April,26,5:30,100.00%,12.0,0.0,0.00%,319.17
April,26,6:00,100.00%,16.0,0.0,0.00%,235.38
April,26,6:30,100.00%,31.0,0.0,0.00%,291.55
April,26,7:00,100.00%,54.0,0.0,0.00%,310.31
April,26,7:30,97.70%,88.0,1.0,1.14%,266.32
April,26,8:00,98.11%,160.0,1.0,0.63%,279.47
April,26,8:30,90.36%,199.0,2.0,1.01%,293.27
April,26,9:00,98.37%,306.0,0.0,0.00%,285.6
April,26,9:30,87.54%,332.0,3.0,0.90%,320.63
April,26,10:00,95.14%,475.0,2.0,0.42%,313.04
April,26,10:30,58.60%,563.0,22.0,3.91%,323.74
April,26,11:00,90.19%,586.0,5.0,0.85%,337.78
April,26,11:30,92.87%,580.0,5.0,0.86%,326.56
April,26,12:00,92.35%,621.0,7.0,1.13%,330.0
April,26,12:30,69.00%,579.0,8.0,1.38%,350.53
April,26,13:00,91.23%,571.0,12.0,2.10%,333.29
April,26,13:30,92.51%,656.0,2.0,0.30%,335.0
April,26,14:00,96.33%,604.0,5.0,0.83%,362.95
April,26,14:30,99.66%,595.0,1.0,0.17%,319.65
April,26,15:00,100.00%,541.0,0.0,0.00%,329.24
April,26,15:30,100.00%,496.0,0.0,0.00%,333.32
April,26,16:00,100.00%,504.0,0.0,0.00%,322.63
April,26,16:30,99.80%,492.0,0.0,0.00%,347.53
April,26,17:00,100.00%,413.0,1.0,0.24%,352.56
April,26,17:30,100.00%,400.0,0.0,0.00%,333.26
April,26,18:00,99.31%,432.0,0.0,0.00%,315.79
April,26,18:30,99.76%,422.0,0.0,0.00%,327.16
April,26,19:00,99.17%,360.0,0.0,0.00%,337.52
April,26,19:30,51.84%,343.0,17.0,4.96%,333.84
April,26,20:00,78.53%,317.0,5.0,1.58%,338.89
April,26,20:30,83.00%,250.0,3.0,1.20%,308.18
April,26,21:00,97.57%,207.0,1.0,0.48%,346.3
April,26,21:30,93.46%,155.0,2.0,1.29%,323.13
April,26,22:00,99.14%,116.0,0.0,0.00%,286.51
April,26,22:30,100.00%,98.0,0.0,0.00%,300.65
April,26,23:00,100.00%,86.0,0.0,0.00%,317.73
April,26,23:30,100.00%,69.0,1.0,1.45%,296.82
April,27,0:00,100.00%,43.0,1.0,2.33%,294.88
April,27,0:30,100.00%,30.0,0.0,0.00%,331.67
April,27,1:00,100.00%,21.0,0.0,0.00%,262.43
April,27,1:30,100.00%,15.0,0.0,0.00%,284.4
April,27,2:00,94.12%,17.0,0.0,0.00%,364.82
April,27,2:30,100.00%,6.0,0.0,0.00%,286.83
April,27,3:00,100.00%,7.0,0.0,0.00%,300.86
April,27,3:30,100.00%,5.0,0.0,0.00%,327.0
April,27,4:00,100.00%,10.0,0.0,0.00%,484.3
April,27,4:30,100.00%,10.0,0.0,0.00%,400.3
April,27,5:00,100.00%,10.0,0.0,0.00%,356.4
April,27,5:30,100.00%,13.0,0.0,0.00%,189.85
April,27,6:00,100.00%,11.0,0.0,0.00%,180.18
April,27,6:30,100.00%,16.0,0.0,0.00%,220.94
April,27,7:00,100.00%,26.0,0.0,0.00%,277.77
April,27,7:30,100.00%,48.0,0.0,0.00%,267.96
April,27,8:00,98.20%,111.0,0.0,0.00%,282.13
April,27,8:30,100.00%,115.0,1.0,0.87%,302.99
April,27,9:00,99.35%,155.0,0.0,0.00%,298.58
April,27,9:30,100.00%,202.0,0.0,0.00%,297.04
April,27,10:00,99.56%,228.0,0.0,0.00%,288.98
April,27,10:30,97.17%,286.0,3.0,1.05%,284.58
April,27,11:00,93.56%,328.0,2.0,0.61%,334.29
April,27,11:30,52.63%,372.0,11.0,2.96%,327.88
April,27,12:00,93.04%,388.0,0.0,0.00%,309.58
April,27,12:30,100.00%,375.0,2.0,0.53%,304.18
April,27,13:00,97.49%,398.0,0.0,0.00%,316.48
April,27,13:30,67.25%,412.0,12.0,2.91%,315.06
April,27,14:00,61.24%,397.0,10.0,2.52%,332.28
April,27,14:30,88.10%,381.0,3.0,0.79%,321.84
April,27,15:00,95.29%,403.0,0.0,0.00%,325.31
April,27,15:30,99.73%,369.0,0.0,0.00%,322.72
April,27,16:00,97.55%,370.0,3.0,0.81%,332.86
April,27,16:30,63.38%,393.0,8.0,2.04%,327.64
April,27,17:00,82.29%,386.0,2.0,0.52%,302.92
April,27,17:30,98.77%,325.0,1.0,0.31%,334.3
April,27,18:00,100.00%,311.0,0.0,0.00%,334.85
April,27,18:30,100.00%,296.0,0.0,0.00%,314.92
April,27,19:00,99.60%,252.0,0.0,0.00%,289.14
April,27,19:30,99.11%,226.0,1.0,0.44%,327.2
April,27,20:00,100.00%,201.0,0.0,0.00%,304.59
April,27,20:30,94.35%,177.0,0.0,0.00%,332.81
April,27,21:00,98.79%,165.0,0.0,0.00%,293.3
April,27,21:30,100.00%,133.0,0.0,0.00%,284.35
April,27,22:00,99.17%,121.0,0.0,0.00%,300.48
April,27,22:30,99.15%,118.0,0.0,0.00%,307.37
April,27,23:00,100.00%,94.0,0.0,0.00%,263.35
April,27,23:30,100.00%,65.0,0.0,0.00%,301.29
April,28,0:00,100.00%,48.0,0.0,0.00%,327.81
April,28,0:30,100.00%,39.0,0.0,0.00%,235.67
April,28,1:00,100.00%,36.0,0.0,0.00%,291.36
April,28,1:30,100.00%,24.0,0.0,0.00%,329.46
April,28,2:00,100.00%,10.0,0.0,0.00%,284.0
April,28,2:30,100.00%,13.0,0.0,0.00%,270.77
April,28,3:00,100.00%,6.0,0.0,0.00%,362.17
April,28,3:30,100.00%,12.0,0.0,0.00%,210.17
April,28,4:00,100.00%,14.0,0.0,0.00%,350.14
April,28,4:30,100.00%,6.0,0.0,0.00%,244.5
April,28,5:00,100.00%,10.0,1.0,10.00%,321.0
April,28,5:30,100.00%,9.0,0.0,0.00%,215.0
April,28,6:00,100.00%,18.0,0.0,0.00%,221.5
April,28,6:30,100.00%,34.0,2.0,5.88%,297.0
April,28,7:00,98.44%,64.0,0.0,0.00%,233.7
April,28,7:30,99.11%,112.0,0.0,0.00%,280.38
April,28,8:00,99.54%,216.0,0.0,0.00%,292.43
April,28,8:30,99.19%,371.0,1.0,0.27%,291.03
April,28,9:00,98.42%,508.0,1.0,0.20%,312.01
April,28,9:30,93.01%,651.0,7.0,1.08%,330.89
April,28,10:00,66.20%,790.0,12.0,1.52%,324.9
April,28,10:30,34.46%,881.0,25.0,2.84%,356.21
April,28,11:00,77.46%,972.0,5.0,0.51%,353.81
April,28,11:30,98.86%,968.0,0.0,0.00%,344.77
April,28,12:00,92.84%,999.0,7.0,0.70%,342.33
April,28,12:30,93.07%,1000.0,4.0,0.40%,347.53
April,28,13:00,82.42%,1001.0,17.0,1.70%,335.15
April,28,13:30,74.51%,976.0,7.0,0.72%,358.67
April,28,14:00,98.51%,1013.0,3.0,0.30%,356.78
April,28,14:30,95.61%,1025.0,1.0,0.10%,358.57
April,28,15:00,98.91%,1006.0,0.0,0.00%,349.02
April,28,15:30,95.73%,962.0,2.0,0.21%,367.65
April,28,16:00,98.03%,1019.0,3.0,0.29%,354.19
April,28,16:30,97.41%,971.0,4.0,0.41%,363.42
April,28,17:00,84.58%,967.0,7.0,0.72%,358.62
April,28,17:30,92.89%,860.0,2.0,0.23%,382.5
April,28,18:00,92.99%,845.0,3.0,0.36%,351.29
April,28,18:30,91.45%,698.0,8.0,1.15%,363.44
April,28,19:00,88.91%,637.0,6.0,0.94%,388.65
April,28,19:30,96.79%,562.0,2.0,0.36%,361.83
April,28,20:00,96.59%,532.0,4.0,0.75%,360.14
April,28,20:30,99.55%,448.0,1.0,0.22%,342.36
April,28,21:00,99.71%,353.0,3.0,0.85%,356.01
April,28,21:30,99.35%,309.0,0.0,0.00%,325.55
April,28,22:00,99.06%,212.0,0.0,0.00%,330.31
April,28,22:30,99.39%,165.0,0.0,0.00%,309.43
April,28,23:00,100.00%,136.0,0.0,0.00%,304.34
April,28,23:30,98.99%,99.0,0.0,0.00%,296.96
April,29,0:00,100.00%,77.0,0.0,0.00%,297.9
April,29,0:30,100.00%,50.0,0.0,0.00%,268.12
April,29,1:00,100.00%,26.0,0.0,0.00%,330.38
April,29,1:30,100.00%,16.0,0.0,0.00%,287.25
April,29,2:00,100.00%,20.0,0.0,0.00%,324.05
April,29,2:30,100.00%,16.0,0.0,0.00%,272.31
April,29,3:00,94.12%,17.0,0.0,0.00%,400.82
April,29,3:30,100.00%,7.0,0.0,0.00%,331.0
April,29,4:00,100.00%,5.0,0.0,0.00%,241.2
April,29,4:30,55.56%,10.0,1.0,10.00%,250.11
April,29,5:00,100.00%,12.0,0.0,0.00%,430.08
April,29,5:30,100.00%,6.0,1.0,16.67%,661.8
April,29,6:00,93.33%,15.0,0.0,0.00%,204.47
April,29,6:30,100.00%,36.0,0.0,0.00%,233.86
April,29,7:00,98.81%,84.0,0.0,0.00%,224.9
April,29,7:30,99.12%,113.0,0.0,0.00%,260.8
April,29,8:00,100.00%,259.0,1.0,0.39%,305.67
April,29,8:30,99.12%,342.0,0.0,0.00%,287.53
April,29,11:00,98.38%,871.0,5.0,0.57%,334.38
April,29,11:30,92.97%,914.0,3.0,0.33%,354.08
April,29,12:00,89.21%,874.0,3.0,0.34%,333.66
April,29,12:30,70.06%,905.0,10.0,1.10%,338.42
April,29,13:00,98.46%,849.0,6.0,0.71%,342.36
April,29,13:30,68.74%,901.0,15.0,1.66%,344.04
April,29,14:00,58.06%,920.0,21.0,2.28%,341.1
April,29,14:30,57.10%,993.0,21.0,2.11%,330.81
April,29,15:00,94.97%,896.0,2.0,0.22%,341.94
April,29,15:30,98.98%,882.0,1.0,0.11%,355.14
April,29,16:00,99.27%,821.0,1.0,0.12%,334.6
April,29,16:30,96.48%,912.0,3.0,0.33%,348.4
April,29,17:00,99.08%,873.0,1.0,0.11%,337.12
April,29,17:30,90.78%,776.0,6.0,0.77%,326.12
April,29,18:00,68.37%,718.0,13.0,1.81%,366.16
April,29,18:30,95.57%,611.0,2.0,0.33%,326.86
April,29,19:00,78.86%,551.0,7.0,1.27%,337.13
April,29,19:30,69.68%,475.0,10.0,2.11%,338.08
April,29,20:00,65.67%,420.0,18.0,4.29%,361.26
April,29,20:30,87.30%,378.0,0.0,0.00%,344.58
April,29,21:00,99.69%,325.0,0.0,0.00%,330.58
April,29,21:30,100.00%,229.0,0.0,0.00%,331.41
April,29,22:00,100.00%,183.0,0.0,0.00%,358.93
April,29,22:30,100.00%,140.0,1.0,0.71%,338.19
April,29,23:00,100.00%,108.0,0.0,0.00%,327.47
April,29,23:30,100.00%,81.0,1.0,1.23%,314.28
April,30,0:00,100.00%,51.0,0.0,0.00%,288.2
April,30,0:30,100.00%,43.0,0.0,0.00%,321.7
April,30,1:00,100.00%,29.0,0.0,0.00%,422.9
April,30,1:30,96.30%,27.0,0.0,0.00%,304.96
April,30,2:00,100.00%,10.0,0.0,0.00%,246.0
April,30,2:30,100.00%,9.0,0.0,0.00%,306.11
April,30,3:00,100.00%,10.0,0.0,0.00%,266.1
April,30,3:30,100.00%,8.0,0.0,0.00%,374.5
April,30,4:00,100.00%,9.0,0.0,0.00%,321.22
April,30,4:30,100.00%,9.0,0.0,0.00%,373.56
April,30,5:00,100.00%,17.0,0.0,0.00%,317.35
April,30,5:30,100.00%,13.0,0.0,0.00%,489.92
April,30,6:00,100.00%,19.0,0.0,0.00%,193.68
April,30,6:30,98.41%,63.0,0.0,0.00%,216.32
April,30,7:00,75.18%,143.0,6.0,4.20%,284.88
April,30,7:30,24.86%,218.0,33.0,15.14%,291.29
April,30,8:00,18.53%,388.0,48.0,12.37%,309.58
April,30,8:30,26.53%,573.0,83.0,14.49%,342.79
April,30,9:00,27.87%,790.0,58.0,7.34%,332.56
April,30,9:30,65.30%,832.0,5.0,0.60%,324.95
April,30,10:00,93.83%,911.0,4.0,0.44%,309.12
April,30,10:30,82.41%,947.0,9.0,0.95%,331.92
April,30,11:00,80.80%,963.0,10.0,1.04%,338.34
April,30,11:30,80.54%,1010.0,3.0,0.30%,322.93
April,30,12:00,98.64%,957.0,2.0,0.21%,340.98
April,30,12:30,91.59%,1020.0,9.0,0.88%,342.5
April,30,13:00,93.93%,990.0,1.0,0.10%,325.25
April,30,13:30,99.19%,986.0,2.0,0.20%,334.74
April,30,14:00,100.00%,1031.0,0.0,0.00%,328.44
April,30,14:30,99.80%,1015.0,1.0,0.10%,331.49
April,30,15:00,99.60%,1001.0,1.0,0.10%,323.74
April,30,15:30,99.27%,955.0,0.0,0.00%,344.51
April,30,16:00,99.79%,968.0,0.0,0.00%,328.21
April,30,16:30,99.90%,954.0,1.0,0.10%,341.75
April,30,17:00,99.07%,865.0,3.0,0.35%,347.35
April,30,17:30,72.80%,888.0,13.0,1.46%,339.6
April,30,18:00,93.51%,772.0,1.0,0.13%,357.16
April,30,18:30,97.59%,625.0,2.0,0.32%,358.9
April,30,19:00,95.09%,635.0,4.0,0.63%,362.57
April,30,19:30,90.96%,567.0,3.0,0.53%,318.2
April,30,20:00,97.98%,447.0,1.0,0.22%,343.89
April,30,20:30,99.20%,378.0,1.0,0.26%,344.62
April,30,21:00,100.00%,357.0,0.0,0.00%,347.15
April,30,21:30,99.62%,261.0,0.0,0.00%,315.62
April,30,22:00,99.10%,223.0,0.0,0.00%,326.37
April,30,22:30,99.24%,133.0,1.0,0.75%,305.86
April,30,23:00,100.00%,127.0,0.0,0.00%,362.94
April,30,23:30,100.00%,111.0,0.0,0.00%,310.88
May,1,0:00,100.00%,61.0,0.0,0.00%,329.0
May,1,0:30,100.00%,50.0,1.0,2.00%,313.51
May,1,1:00,100.00%,36.0,0.0,0.00%,347.44
May,1,1:30,100.00%,24.0,0.0,0.00%,282.96
May,1,2:00,100.00%,15.0,0.0,0.00%,262.0
May,1,2:30,93.33%,15.0,0.0,0.00%,335.67
May,1,3:00,100.00%,7.0,0.0,0.00%,372.43
May,1,3:30,100.00%,12.0,0.0,0.00%,223.08
May,1,4:00,100.00%,19.0,0.0,0.00%,249.95
May,1,4:30,100.00%,20.0,0.0,0.00%,200.55
May,1,5:00,100.00%,11.0,0.0,0.00%,210.27
May,1,5:30,100.00%,22.0,0.0,0.00%,220.32
May,1,6:00,88.89%,38.0,2.0,5.26%,241.67
May,1,6:30,100.00%,68.0,3.0,4.41%,304.32
May,1,7:00,99.14%,116.0,0.0,0.00%,257.83
May,1,7:30,96.86%,162.0,3.0,1.85%,248.19
May,1,8:00,93.36%,302.0,1.0,0.33%,273.05
May,1,8:30,98.60%,430.0,0.0,0.00%,296.69
May,1,9:00,98.68%,610.0,2.0,0.33%,294.4
May,1,9:30,82.78%,775.0,20.0,2.58%,304.7
May,1,10:00,81.02%,908.0,7.0,0.77%,324.07
May,1,10:30,91.62%,978.0,11.0,1.12%,334.02
May,1,11:00,81.99%,1047.0,20.0,1.91%,329.97
May,1,11:30,78.74%,1075.0,12.0,1.12%,353.71
May,1,12:00,96.20%,1080.0,2.0,0.19%,345.65
May,1,12:30,91.79%,1054.0,7.0,0.66%,338.98
May,1,13:00,51.80%,1067.0,38.0,3.56%,344.68
May,1,13:30,91.74%,1043.0,2.0,0.19%,334.74
May,1,14:00,99.72%,1055.0,2.0,0.19%,332.44
May,1,14:30,96.29%,1053.0,3.0,0.28%,349.27
May,1,15:00,98.32%,1013.0,0.0,0.00%,345.87
May,1,15:30,99.21%,1020.0,2.0,0.20%,329.65
May,1,16:00,99.70%,986.0,2.0,0.20%,324.05
May,1,16:30,99.81%,1038.0,3.0,0.29%,350.57
May,1,17:00,98.86%,966.0,0.0,0.00%,356.43
May,1,17:30,99.77%,855.0,2.0,0.23%,337.58
May,1,18:00,90.35%,845.0,6.0,0.71%,345.9
May,1,18:30,72.06%,717.0,12.0,1.67%,374.2
May,1,19:00,90.37%,651.0,7.0,1.08%,356.42
May,1,19:30,91.99%,581.0,7.0,1.20%,347.8
May,1,20:00,94.35%,480.0,2.0,0.42%,336.49
May,1,20:30,91.03%,461.0,4.0,0.87%,344.0
May,1,21:00,97.48%,359.0,2.0,0.56%,354.27
May,1,21:30,96.97%,298.0,1.0,0.34%,349.77
May,1,22:00,98.70%,235.0,4.0,1.70%,325.5
May,1,22:30,100.00%,198.0,0.0,0.00%,321.99
May,1,23:00,99.38%,160.0,0.0,0.00%,328.51
May,1,23:30,99.06%,108.0,2.0,1.85%,359.27
May,2,0:00,98.73%,79.0,0.0,0.00%,291.92
May,2,0:30,100.00%,60.0,0.0,0.00%,315.53
May,2,1:00,100.00%,32.0,0.0,0.00%,325.0
May,2,1:30,100.00%,28.0,0.0,0.00%,267.75
May,2,2:00,95.24%,21.0,0.0,0.00%,402.33
May,2,2:30,100.00%,25.0,0.0,0.00%,322.0
May,2,3:00,92.86%,15.0,1.0,6.67%,201.21
May,2,3:30,100.00%,13.0,0.0,0.00%,379.23
May,2,4:00,75.00%,18.0,2.0,11.11%,410.06
May,2,4:30,92.31%,14.0,1.0,7.14%,533.31
May,2,5:00,80.00%,21.0,1.0,4.76%,254.1
May,2,5:30,94.74%,19.0,0.0,0.00%,305.37
May,2,6:00,97.37%,38.0,0.0,0.00%,282.92
May,2,6:30,93.33%,48.0,3.0,6.25%,193.31
May,2,7:00,95.65%,115.0,0.0,0.00%,261.3
May,2,7:30,85.71%,146.0,6.0,4.11%,240.75
May,2,8:00,89.70%,332.0,2.0,0.60%,266.71
May,2,8:30,97.88%,428.0,4.0,0.93%,282.42
May,2,9:00,85.79%,592.0,8.0,1.35%,298.98
May,2,9:30,32.00%,815.0,40.0,4.91%,303.79
May,2,10:00,50.17%,931.0,54.0,5.80%,315.36
May,2,10:30,24.11%,921.0,79.0,8.58%,339.58
May,2,11:00,22.70%,1095.0,82.0,7.49%,334.9
May,2,11:30,64.32%,1063.0,12.0,1.13%,334.2
May,2,12:00,44.64%,1119.0,55.0,4.92%,350.95
May,2,12:30,48.47%,1058.0,47.0,4.44%,345.29
May,2,13:00,67.43%,1067.0,23.0,2.16%,351.85
May,2,13:30,58.09%,1043.0,17.0,1.63%,350.92
May,2,14:00,76.44%,1052.0,12.0,1.14%,362.23
May,2,14:30,60.25%,1054.0,25.0,2.37%,344.92
May,2,15:00,86.95%,1082.0,9.0,0.83%,342.64
May,2,15:30,52.13%,1066.0,34.0,3.19%,342.15
May,2,16:00,87.40%,1138.0,3.0,0.26%,346.89
May,2,16:30,98.83%,1030.0,4.0,0.39%,343.58
May,2,17:00,99.37%,955.0,4.0,0.42%,333.43
May,2,17:30,100.00%,855.0,0.0,0.00%,346.02
May,2,18:00,97.42%,738.0,2.0,0.27%,342.07
May,2,18:30,96.46%,681.0,3.0,0.44%,332.72
May,2,19:00,97.65%,596.0,0.0,0.00%,330.82
May,2,19:30,97.71%,525.0,0.0,0.00%,339.81
May,2,20:00,99.09%,440.0,0.0,0.00%,346.48
May,2,20:30,99.46%,373.0,0.0,0.00%,345.74
May,2,21:00,99.03%,310.0,0.0,0.00%,332.21
May,2,21:30,98.05%,257.0,0.0,0.00%,347.31
May,2,22:00,100.00%,205.0,0.0,0.00%,330.03
May,2,22:30,99.38%,160.0,0.0,0.00%,359.56
May,2,23:00,100.00%,126.0,0.0,0.00%,321.94
May,2,23:30,99.05%,105.0,0.0,0.00%,301.13
May,3,0:00,100.00%,74.0,2.0,2.70%,310.69
May,3,0:30,98.25%,57.0,0.0,0.00%,306.89
May,3,1:00,100.00%,37.0,0.0,0.00%,267.78
May,3,1:30,100.00%,29.0,0.0,0.00%,489.34
May,3,2:00,100.00%,26.0,0.0,0.00%,358.0
May,3,2:30,100.00%,20.0,0.0,0.00%,342.4
May,3,3:00,100.00%,14.0,1.0,7.14%,297.54
May,3,3:30,100.00%,7.0,0.0,0.00%,230.29
May,3,4:00,100.00%,13.0,0.0,0.00%,453.08
May,3,4:30,100.00%,11.0,0.0,0.00%,169.09
May,3,5:00,100.00%,10.0,0.0,0.00%,429.9
May,3,5:30,100.00%,19.0,0.0,0.00%,269.84
May,3,6:00,100.00%,27.0,0.0,0.00%,247.52
May,3,6:30,83.33%,30.0,0.0,0.00%,314.67
May,3,7:00,97.40%,77.0,0.0,0.00%,372.16
May,3,7:30,92.78%,98.0,1.0,1.02%,258.16
May,3,8:00,91.13%,203.0,0.0,0.00%,302.4
